"UniprotA"
"O95672"
"Q02410"
"P29692-2"
"Q9BUY7"
"Q9H9T3-2"
"Q15375-2"
"O15409-2"
"P51116"
"Q9UM11-2"
"Q92990"
"Q9H1I8"
"P32249"
"O15488-2"
"Q7Z4V5-2"
"Q7Z4Q2"
"O94992"
"P31937"
"P30466"
"Q14774"
"Q676U5-2"
"Q9Y6K9-2"
"Q6PIL6"
"A2RU67"
"Q99661-2"
"Q9Y496"
"Q6JEL2"
"Q6P1M3-2"
"Q9Y2L9-2"
"Q16539-2"
"Q01814-5"
"Q9UBU8-2"
"Q6IN84"
"Q9Y2R5"
"Q9NP92"
"Q99747"
"O75380"
"Q9UFN0"
"Q15818"
"Q9ULW8"
"P61421"
"Q96AQ6-2"
"Q9UL45"
"P55058-2"
"Q92932-2"
"O95072"
"P49796-4"
"Q96BH1"
"Q02878"
"Q9H4B6"
"P09661"
"Q9Y5K8"
"P52630"
"Q9BQ87"
"Q2MV58-2"
"Q9Y6I9"
"P0C1Z6"
"Q8TEL6"
"Q86VZ2"
"Q8N5D0-4"
"Q9UBH6-2"
"Q9BYJ9"
"O94766"
"Q8TD17"
"Q7Z398"
"Q96H86"
"O60512"
"Q8IWZ6-2"
"Q96HN2-2"
"Q13620-1"
"O95831-3"
"O43583"
"Q9NZQ0"
"Q05639"
"Q14232"
"Q9UL18"
"Q9NQZ7"
"P15311"
"Q9UKA1"
"Q9NVF7"
"Q13045"
"P09958"
"Q9H2C0"
"Q96KC2"
"O43716"
"Q9H3K2"
"P63092-2"
"Q08379-2"
"Q9BQQ3"
"Q92759"
"Q8IY31-2"
"Q96LB3"
"P42701-2"
"A1L0T0-2"
"O14965"
"Q13349"
"Q8WWA0"
"Q8WVZ9"
"Q9BQ90"
"P52292"
"Q13503"
"Q96HT8"
"Q9Y676"
"O43795-2"
"Q8TDX7"
"Q13952-3"
"Q7RTS1"
"P49757-2"
"P58417"
"Q16625"
"P47900"
"Q9BYG5"
"Q9BRP1"
"P40855"
"Q8TBX8"
"Q9NW61"
"Q13356-2"
"P31321"
"Q9BXR0"
"Q9BXF6"
"Q16576"
"Q00765"
"Q16204"
"Q9BWE0"
"P57078-2"
"Q8TA86"
"Q96T51-2"
"P82979"
"O43290"
"Q14160-3"
"P34741"
"Q9P2F8"
"Q13042-2"
"P08621-2"
"Q9BVQ7"
"Q9UHA2"
"O15400-2"
"Q8TC07-2"
"Q15562"
"Q9NXG2"
"Q96RT8"
"Q14008-2"
"O00295"
"Q8IY57"
"Q86WB0"
"Q14592"
"Q8TF39"
"O75128-2"
"Q92828"
"P49674"
"Q96CW1-2"
"Q86VU5"
"O14595"
"Q9UER7-2"
"Q5T6F0"
"Q8WYA1-2"
"Q9BTE1"
"O76075"
"B3SXQ8"
"Q96F86"
"O43921"
"Q9UHY7"
"Q9BSK4"
"P49356"
"P32121-3"
"P02794"
"Q8WXI9"
"Q9NXC2"
"Q9HAV7"
"P40939"
"Q96JK4-2"
"Q9NWT6"
"Q02539"
"Q8N5I2"
"P10809"
"Q7L985"
"Q86VH5"
"Q5JRA6-2"
"P56181-2"
"Q13253"
"Q9BQG2"
"Q9UN74-2"
"Q9H765"
"Q9Y5G6-2"
"Q10713"
"Q66LE6"
"O43741"
"P61289-2"
"Q8TBN0"
"Q12829"
"A0AV96-2"
"Q9HBH5"
"P62910"
"P62424"
"Q9Y297-2"
"Q12770"
"O00560-2"
"P21579"
"Q15750"
"P56279"
"Q01664"
"O14656"
"P67936"
"Q96N21-2"
"Q96DX7"
"Q9NXH9-2"
"Q9BVS5"
"Q9Y3Q8"
"P43897"
"P55072"
"Q13426-2"
"Q6AW86"
"Q9BU19-2"
"Q8N4C9"
"Q9ULD5-2"
"Q6UXA7"
"Q8IW50-3"
"Q96HB5"
"P48643"
"Q12834"
"P55273"
"Q8N6W0-2"
"O43521-3"
"Q13490"
"O00399"
"O95865"
"Q96DF8"
"P51530"
"Q9GZU0"
"P52803"
"Q8TE68"
"P84090"
"Q12950"
"E9PK12"
"P06241-2"
"P01275"
"Q9UQM7"
"P63244"
"P15586"
"Q13098-5"
"Q9Y2Q3-4"
"P52657"
"Q9Y5Z7"
"Q9HC96"
"Q9NQE9"
"UNKNOWN"
"O60812"
"P08238"
"O60921"
"Q13352-5"
"Q92615"
"Q969E1"
"Q9BXB1"
"Q96DD0-2"
"Q9NS73"
"P49736"
"P33993"
"P47755"
"Q9NX70"
"P43246"
"O75414"
"P46087-2"
"Q9BZF1-2"
"Q5T2D3"
"Q5JTB6"
"O60568"
"Q9H307"
"Q9Y3M2"
"Q06190-2"
"O43395"
"P49720"
"P17980"
"Q15311"
"Q9UKM9-2"
"O94844"
"Q9UBF6"
"Q07020"
"Q96HI0"
"Q8NBJ9-2"
"Q16533"
"Q8TCT7-2"
"O75558"
"Q15527"
"Q9H7C4-2"
"O60826"
"Q04726-2"
"Q15363"
"Q13885"
"P62837"
"Q8NBZ7-2"
"Q7Z2W4"
"Q8N554-2"
"P20248"
"Q96K58"
"O75794"
"Q5T4B2"
"Q14746"
"Q9Y678"
"P19784"
"Q15828"
"Q8TE99-2"
"Q99618"
"P50613"
"Q49MI3-2"
"P61962"
"Q5TAQ9"
"Q9BQ39"
"O60832"
"Q9UQ16-2"
"Q9H7D0"
"Q9H410"
"Q96JC9"
"Q9Y3B2"
"P81408-2"
"P98095-2"
"Q8N461"
"Q9NZC3"
"Q9BVP2-2"
"Q53H12"
"Q5T3I0-3"
"P35052"
"Q75WM6"
"Q9BTL4"
"Q9BT40-2"
"O15063"
"Q4G0J3"
"O00182"
"Q9BRT6"
"O60291-2"
"Q03111"
"Q9BQG0-2"
"Q92572"
"Q02083-2"
"Q6IBW4-2"
"Q9GZM8-2"
"B4DVV6"
"Q14112"
"Q8N5F7"
"Q7Z494"
"Q6UX06"
"Q9P286"
"Q9UN75-2"
"Q9ULK2-2"
"Q7Z5L7-2"
"P61218"
"P52435"
"O43900"
"Q92930"
"Q9NP90"
"P35249"
"P78317"
"P42677"
"Q96KG9-2"
"P62304"
"Q86Y82"
"Q8WUW1-2"
"Q15572-6"
"Q7Z7C8-2"
"P01137"
"P37173"
"O75069"
"Q96B77"
"Q8WV44-3"
"O60636"
"Q53HC9"
"Q9Y2C2"
"Q9P0L0-2"
"Q8TF63"
"Q5JTD7"
"Q9NU53"
"Q86UT8"
"O95971"
"Q9BRR6-2"
"Q96FF9"
"P49418"
"Q01850"
"Q96L14"
"Q70JA7"
"Q96JK2"
"P0C7V8"
"Q8WTR2"
"Q16610-2"
"P68104"
"Q9UJX4"
"Q8N9N8"
"Q13144"
"Q96EB1"
"O75477"
"Q15018"
"Q15884"
"O96018"
"Q9BYC5"
"Q8NCL4"
"P02774-2"
"Q9Y2T5"
"P0C0S5"
"P02100"
"P10321"
"Q9UK53-2"
"Q8NBZ0"
"Q9Y2Y0-2"
"Q86VI3"
"O00515"
"Q6IAA8"
"Q96II8-2"
"Q9UPT6"
"Q8IVS2"
"Q9NPJ6"
"Q8N468"
"Q8N4C8-2"
"Q14168-2"
"Q6NXE6-2"
"Q9P0M9"
"O75251"
"Q9UN70"
"P56645-2"
"Q8ND90"
"O60678"
"P25787"
"Q16849"
"P11216"
"Q9H5N1-2"
"Q09028-3"
"Q9H902"
"P15336"
"Q8NHY2-3"
"Q2KHN1"
"Q9UH03-2"
"Q2NKQ1-4"
"Q8TBC3"
"P08579"
"Q13425-2"
"Q13596-2"
"Q92502-2"
"Q9H1Y0"
"Q13277-2"
"O14907"
"Q15025-2"
"P09493-5"
"Q8NCE0-2"
"Q9BSL1"
"Q7Z6J8"
"Q9Y2X8"
"O94782"
"Q8NI36"
"Q9NZC7"
"O95670"
"Q9H5J0"
"Q9NY97-2"
"Q9BPU9"
"Q0PNE2-2"
"Q8N0Z2"
"Q86XL3"
"Q99543-2"
"O14641"
"P25101"
"O60573"
"Q8WUP2-2"
"Q99689"
"Q13451"
"Q9H6X2"
"Q99445"
"Q96MH2"
"Q9NZL4"
"Q05084"
"Q8WYH8-2"
"Q86VZ6-2"
"Q9NVX7"
"Q03721-2"
"Q96L93-2"
"Q96BZ8"
"B9A025"
"Q9BRK4"
"O00213-2"
"Q9UNF1-2"
"Q9UQF2"
"P82912-2"
"Q68DK7"
"Q5JR59-3"
"P07197"
"Q9HC98"
"Q0ZGT2"
"Q8WV22"
"Q9Y5G4-2"
"O15530-2"
"P15735"
"P53350"
"Q05513"
"Q7Z6L0-2"
"Q9NQS3"
"Q9NX57"
"A6NED2"
"Q92834-2"
"Q9NNX6-2"
"O75298-3"
"Q9UPW6"
"Q9UIL1-2"
"Q9NY64"
"P14678-2"
"Q92185"
"Q9NRP7-2"
"Q13190-2"
"Q15561"
"P48960-2"
"Q8IY95-2"
"Q8N5M4"
"Q9NRH3"
"Q9NX01"
"Q13107-2"
"Q6PJI9"
"P07947"
"Q9H1K0"
"Q9P2Y4"
"Q9ULM2"
"Q92903"
"Q8IWY8-4"
"O96019-2"
"Q9BW66"
"Q9BT09"
"Q96RY5"
"P48730-2"
"Q8TEB1-2"
"O00148"
"Q9UDY4"
"Q9BUJ0"
"Q16515-2"
"Q5KU26"
"P61923"
"P31146"
"P01034"
"O60888-2"
"O00273"
"Q86TI2-2"
"Q66K89"
"P29317"
"O43909"
"Q13158"
"Q9UBU6"
"Q96CP2"
"P49354-2"
"O75474"
"O75843"
"P55084"
"E7ERD3"
"Q0VDF9"
"O00425-2"
"Q969P0-3"
"Q96M94"
"Q86VH4-2"
"Q147X3-2"
"Q9NVP2"
"P35240-2"
"P37198"
"Q96CV9"
"P05166"
"P01213"
"P18075"
"Q9UPP1-2"
"Q8TD55"
"P19388"
"Q5VTA0"
"O60256"
"Q9UI38"
"Q06323"
"Q9NS23-2"
"Q9Y388"
"Q15437"
"Q9H0F6"
"Q96JI7"
"P49458-2"
"Q11206-2"
"P31948"
"P57105"
"Q9Y6A5"
"Q04727-2"
"Q5JTV8"
"Q9Y2B4"
"Q92519"
"Q9NZI7-4"
"Q9H270"
"P41221-2"
"O95159"
"Q9NQZ8"
"Q8NCA9"
"Q9BSB4"
"Q7Z6I8"
"Q13557-10"
"Q96L46"
"Q00534"
"Q99675"
"Q9NZZ3"
"Q99439"
"Q8N1P7"
"P61024"
"Q14677"
"P49760-3"
"Q9Y215-2"
"Q86X83"
"Q6QEF8-3"
"P67870"
"O94907"
"Q9UKB1-3"
"Q9NS71"
"Q16671"
"P63218"
"P17096"
"P17509"
"Q8NHY5"
"Q6UWB1"
"Q9Y597"
"O95235"
"Q96AK3"
"Q12907"
"Q92633"
"E9PG51"
"Q14392"
"P62310"
"Q9BUE0"
"P58340"
"P55198"
"P55209"
"Q9Y5E2"
"O60486"
"P30153"
"Q504X1"
"P48454-2"
"P22694-2"
"O00233-2"
"Q969U7"
"Q9BRQ8"
"Q12974"
"Q6NZI2-2"
"Q9UHX1-2"
"P20339"
"Q96DR7-3"
"Q02833"
"P40937"
"P04808"
"P62888"
"P61513"
"O75676"
"Q5VZM2-2"
"Q6AZY7-2"
"Q9UQB9-2"
"Q07699"
"Q9H5K3"
"Q8IX90"
"Q2TAL5-2"
"Q04837"
"Q9BQG1"
"P62072"
"O15155"
"Q9Y3B3"
"Q9P0I2"
"Q15654"
"Q99614"
"P68363"
"P07437"
"Q13432"
"Q70EK9"
"P10074"
"Q9H0C5"
"Q5T4F4-2"
"Q6ZUT1"
"Q9P0R6"
"Q1RMZ1"
"Q9NX38"
"P47756-2"
"Q13951-2"
"Q8TED9"
"Q53H80"
"P50570-2"
"Q9H4A9-2"
"Q99613"
"Q6UWV6"
"Q9Y2J2-2"
"Q9H201-2"
"Q13868"
"Q8IX29"
"Q9UKT4-2"
"Q9NZU1"
"Q12947"
"O00409-2"
"Q9UNA1-2"
"Q9UHW5-2"
"P20718"
"Q9NP66"
"Q92506"
"P80217-2"
"Q9NT62"
"P01567"
"Q9Y581"
"Q96A47"
"O60333-3"
"Q8N4N8"
"Q9Y2U9"
"Q8N239"
"O15116"
"Q96JG6"
"Q96LZ2"
"P49137"
"P50281"
"Q8N3R9"
"Q9BYD1"
"Q96QG7"
"Q16795"
"Q9UKX7-2"
"Q7Z3B4"
"Q9UBU9-2"
"O15460-2"
"Q9NQC1-2"
"Q5T6S3"
"Q15131-2"
"P13797"
"P62487"
"Q6DKI7"
"P47224"
"P47736-2"
"P52756"
"P50914"
"P62899"
"Q7LG56-2"
"Q59EK9-2"
"Q3KPI0-2"
"Q96B97-2"
"Q02978"
"P63162"
"Q9NS25"
"Q9HBM1"
"Q96SB4"
"O43173"
"Q9ULZ2"
"O43815-2"
"O75528-2"
"Q9H5J8"
"O94886"
"Q07001"
"Q13829"
"Q16890-2"
"P16473-2"
"Q9C0C9"
"Q8TCY9-2"
"Q08AM6"
"Q9UNY5"
"O43257"
"Q9BUG6"
"Q9UJV9"
"O96015"
"C9JTM0"
"P04746"
"P01258"
"O95273"
"Q92989-2"
"Q9UQ03-2"
"Q16630-2"
"P20813"
"Q96HY6"
"Q86SQ9-2"
"O14531"
"Q53RE8"
"Q1HG44"
"Q15029"
"Q86VR2"
"Q8TBP5"
"P22087"
"O75636-2"
"O14764"
"P40197"
"Q8N6U8-3"
"Q9NU02"
"O60391"
"O43504"
"P31274"
"P24592"
"Q13422-7"
"Q9NS61-2"
"Q9Y2M5"
"Q96JA1-2"
"Q8N6Y2"
"Q96BM1"
"Q6IPR1"
"Q9ULC4-2"
"Q9HAF1-2"
"O15442"
"Q9H0U6"
"Q99417"
"O00159-2"
"Q02577"
"Q9UKG1"
"Q9H668"
"Q01968-2"
"Q9UNF0-2"
"Q9Y5G9-2"
"Q9BYE7"
"Q15154-2"
"Q16342"
"Q9NZM6-2"
"Q7Z6Z6"
"Q8WUD1"
"Q6ZNE5"
"Q9UJ41-2"
"Q96H35"
"P61586"
"P13489"
"Q01826-2"
"C9JEW2"
"Q6IN85-2"
"Q9NSN8"
"Q8TEQ0"
"Q11201"
"P15313"
"Q13488"
"Q96GX1"
"Q9H6L2"
"Q13595-2"
"Q15650"
"P40222"
"Q9NR55"
"Q6PKC3-2"
"Q9H3M7"
"Q8WTP9"
"Q8WV99"
"Q9UDV6"
"Q96B54"
"Q9Y5A6"
"P51572"
"Q53S33"
"Q8ND04-2"
"Q9H425"
"Q32M45"
"Q9Y6B7"
"Q9H2X3-8"
"O15516"
"O75462"
"P33260"
"Q5VWQ8-2"
"Q15392"
"Q92870-2"
"P49770"
"P06730"
"P19447"
"Q9UI08-2"
"Q6PCT2-2"
"P32314"
"Q9BQS8"
"P59768"
"Q9NZH0"
"Q3KR37-2"
"P49407-2"
"P84074"
"P38646"
"Q96FT9"
"Q8IU81"
"Q92845"
"Q9UN42-2"
"Q53GT1"
"P33908"
"Q14244"
"Q8NHS3"
"Q9Y605"
"P82663"
"Q8N5V2"
"P22392-2"
"Q9UHY1"
"Q9BVL2-2"
"Q13867"
"O43482"
"Q8N7H5"
"O43252"
"Q9BYU1"
"Q9Y5H5"
"Q86TG7"
"Q9Y255"
"Q9Y478"
"P60891"
"Q9H7X7"
"P52306-2"
"P46779"
"Q9UBS0"
"Q5PRF9"
"Q9NUS5"
"P49591"
"Q96JE7-2"
"Q01105-2"
"P43005"
"Q8TAQ2-2"
"P09234"
"Q8NBT2"
"Q9Y657"
"Q6ZMT1-2"
"A6NHC0"
"Q8WUH2"
"Q96J01"
"Q3ZCQ8-2"
"Q04724"
"Q9NYL9"
"P32971"
"O60296"
"O75386"
"Q96LR5"
"P40337-3"
"Q9BRG1"
"O43167"
"P49427"
"Q99592-2"
"Q00536"
"P24941"
"O75596"
"Q8NCV1-2"
"Q8N2Z9"
"Q00532"
"Q9UBI1"
"Q9H9Q2"
"Q9P299"
"Q9NZJ0"
"O15371"
"P02656"
"Q9UBC2"
"P15408"
"Q8TAK5"
"P34059"
"Q14691"
"P16278-2"
"Q8IYK4"
"Q9Y692-2"
"P08754"
"Q8WTQ7"
"Q9Y294"
"Q8IYD1"
"P06865"
"Q9BW71"
"P52790"
"Q30154"
"Q6UXL0"
"Q00978"
"Q8IYD2"
"Q9Y664"
"O43681"
"Q14657"
"Q32P28-3"
"A6NI73-2"
"Q96FE5-2"
"Q9Y4Z0"
"P16333"
"Q9NZQ3-3"
"P18859"
"Q8NFA2-3"
"O95478"
"Q99571"
"O95340-2"
"Q9NR12"
"Q8N3S3-2"
"Q9HB20"
"P22612"
"P25786-2"
"Q92560"
"P51665"
"Q5HYI8"
"O60671"
"P53805-2"
"P08134"
"Q92963"
"P04090"
"O15541"
"Q02543"
"Q9Y3E2"
"Q6PCB5"
"Q9NUC0"
"Q13573"
"Q08945"
"Q9BT49"
"Q92748"
"Q12933-2"
"Q9BVA1"
"Q9BRT2"
"P32241"
"O75351"
"O15213"
"Q5TF21"
"Q13555-2"
"Q53HL2"
"Q9GZN1"
"Q9UHB7"
"Q9BSY4"
"Q8WUH1-2"
"Q8IY22-2"
"Q9UP83-2"
"Q93034"
"P20815"
"Q9UBS4"
"P31749"
"Q9BVC3"
"Q96EV8-2"
"O94988"
"Q9NP50"
"Q92949"
"P10253"
"Q13740-2"
"O76003"
"P01568"
"P58166"
"Q8WZ19"
"Q96JN0-2"
"Q6DKI2"
"Q969G2"
"Q9BRA0-2"
"Q9BXY0"
"Q86W74-2"
"P28482"
"Q13084"
"Q9HD33-2"
"O95803"
"O95502"
"Q9Y5Y2"
"Q9NPJ8-2"
"Q9Y5G2-2"
"Q9GZP0-2"
"Q96C12-2"
"O43189-2"
"Q7RTV0"
"Q9NRD5"
"Q969N2"
"Q92569"
"P48426"
"Q6P1K2-4"
"Q9NRX1"
"Q8NA72"
"P62875"
"E7EQL6"
"P51151"
"Q9Y580"
"Q6NUQ1"
"O60930"
"P62277"
"P62263"
"Q9H1X1"
"P36955"
"A8MWD9"
"Q4VC05-2"
"O60493"
"Q15005"
"Q9HCB6"
"Q96FJ0"
"P50226"
"Q92797"
"Q53T94"
"Q9Y6J9"
"Q6PH81-2"
"P54274"
"Q6B0B8"
"O14524-2"
"Q96J77-2"
"Q8IZ69-2"
"Q6PJU7"
"Q9Y5U2-2"
"Q9NZ09-2"
"P61964"
"Q6ZSS3"
"Q1ED39"
"Q01518-2"
"Q9Y2G2-3"
"Q5T0F9-2"
"Q8NEB7"
"Q9P1U1-2"
"Q8NEY4"
"Q9NWV8-3"
"Q8NFJ9-2"
"O00478"
"Q7Z6M3"
"Q9H040-2"
"P16383-2"
"Q9NRZ7-2"
"Q96K31"
"B7ZBJ6"
"Q9BSQ5-2"
"O00748"
"Q8TDX6-3"
"Q9UI47"
"Q9NPF5"
"O75937"
"Q8TEW6"
"Q9UJM3"
"Q9BTL3"
"P35869"
"Q9BUT9"
"Q53RD9-2"
"P55899"
"P22830-2"
"Q86YP4-2"
"P32455"
"Q99871-2"
"P24593"
"P17275"
"Q96EK5"
"A4D1S0-2"
"Q9NUP9"
"Q96DE5"
"Q9NVC6"
"Q96FH0"
"Q9BWT6"
"Q7L9L4"
"Q96EL3"
"Q9Y3D5"
"O43920"
"Q96F24"
"Q9BY11"
"P46019"
"Q8N8W4-3"
"Q8WVL7"
"Q9NY27"
"P10644"
"P14314"
"P62195"
"Q92696"
"Q06141"
"O00212"
"Q96EP0-3"
"Q8N488"
"Q15019-2"
"P53680-2"
"Q15475"
"Q9P270"
"O95436-2"
"Q13485"
"Q86XE0"
"P61009"
"O95210"
"Q13033-2"
"Q9H5I1-3"
"Q8N103"
"Q6ZT07"
"Q17R89"
"Q9NW97"
"Q6IPR3"
"Q9H3U1-2"
"Q8N680"
"Q9NZV7"
"Q15697-2"
"Q8N0Y2-2"
"Q93084-2"
"Q6ZNC4"
"P17098"
"P24539"
"Q93050-1"
"P51857"
"Q9Y672"
"Q9UQ88-2"
"P42773"
"Q9UFW8"
"P17540"
"P33552"
"Q5QGZ9-1"
"P48052"
"P11712"
"Q8IV38"
"O95057"
"O14576-2"
"O15287"
"P09467"
"Q7Z6J6-2"
"O60383"
"P32780"
"O43301"
"B7Z3M9"
"P41252"
"Q9C0C6"
"Q9NXS3"
"P33241"
"Q9HD34"
"O14770-2"
"P08254"
"P82930"
"Q9HBZ2-2"
"Q9H0R1-2"
"P49321-2"
"Q13772"
"Q9NV92"
"Q9P0J0"
"O95298"
"Q96DX5"
"Q9Y4Z2"
"Q9NPE2"
"Q9BS92"
"Q9NYR9-2"
"Q9H0G5"
"Q08J23"
"Q9UKK9"
"Q9Y5I1-2"
"Q9Y5G7-2"
"Q9H2J4"
"P11309-2"
"Q8TC44"
"O15160-2"
"P27169"
"P78410"
"Q9Y3C6"
"Q13131-2"
"Q96C36"
"P51159"
"P53611"
"Q8TD07-3"
"Q5TAB7"
"Q68DV7-2"
"Q8WXA3-4"
"Q96GS4"
"Q8NBI5"
"Q96N28"
"Q15796-2"
"Q5MJ09"
"Q9H3N1"
"P04637-4"
"P17752-2"
"Q9UPV9-2"
"Q9NP99"
"Q99576"
"B2RNN3"
"Q86WT1"
"Q7Z6H8"
"P50552"
"Q14135"
"Q9H977"
"B2RXF5"
"Q96GC6"
"Q5VV52-2"
"Q9ULX7"
"Q9NPY3"
"P30304-2"
"Q6UXT9"
"Q9NYB9-2"
"Q03692"
"Q9NX08"
"Q68CJ9-2"
"Q9H0L4"
"Q8WYQ5-3"
"Q8IX18"
"Q9BTC0"
"Q96AP0"
"O00548"
"A6NK07"
"Q9HB65"
"P29322"
"O60645-2"
"Q9H706"
"Q8NCA5-2"
"O60258-2"
"Q9NVK5-2"
"O94915"
"Q9Y5P6-2"
"P61163"
"P04899-2"
"Q8TD30"
"P49840"
"P22304"
"P14778"
"Q9ULR0-1"
"Q400G9"
"Q9UHA4"
"O60711"
"Q9Y383"
"Q9BQ69"
"Q9H944"
"Q9UH92-2"
"P51948"
"Q9NYK5-2"
"P13995"
"Q9H1P3-2"
"P56559"
"O15534"
"O00628"
"O95427"
"O43660-2"
"Q9NRF9"
"Q9NR33"
"Q9Y2Y1"
"Q8WWY3-2"
"Q96QS6"
"P28062-2"
"Q9UNM6-2"
"Q9H7Z7"
"P20336"
"Q9H672"
"Q9NW13"
"Q969K3-2"
"Q9NQG5"
"Q9Y3Z3-2"
"Q969G3-2"
"O95721"
"P62306"
"Q9UN79"
"Q06187"
"P08240"
"Q07955"
"O95630"
"Q93045"
"Q9UH99"
"Q9NVR7"
"Q96S44"
"Q8IUR0"
"Q9NPA0"
"Q8N0Z6"
"O75896"
"Q8N7F7"
"Q9NRW7"
"P57081-2"
"Q9H609"
"Q9UKZ1"
"Q96AQ8"
"Q9BU64"
"Q96JB2"
"Q13685"
"P61158"
"Q6NW34-2"
"Q96MD7-1"
"Q96EY9"
"Q8NHZ8"
"P55286"
"Q13112"
"Q6PUV4"
"Q9HCP0-2"
"Q02040-2"
"P40126"
"O43323"
"Q96LL9"
"P26641"
"P60842"
"Q92556"
"P38117-2"
"Q8IYI6"
"Q8N8A2"
"Q9NQT4"
"Q6P2I3"
"P05230"
"O95684-2"
"P19526"
"Q06547-2"
"P31150"
"O14908"
"Q9H1C3"
"Q8N9N2-2"
"P05114"
"Q86U28"
"O94953"
"O43813"
"Q9UPM6-3"
"Q9HAP6"
"Q16644"
"Q9H204"
"Q8N344"
"O95352-2"
"Q8TCC3-2"
"Q96DV4"
"O14793"
"Q8TBZ2"
"O95169"
"P61916"
"P47972"
"Q9UM07"
"A2BFH1"
"Q14088"
"P62826"
"O00481"
"Q8N5U6-2"
"Q6DKI1"
"Q5VWQ0"
"O75446"
"Q14141-2"
"Q12872"
"Q8IXU6-3"
"Q9HAU4"
"P50225"
"Q13895"
"Q86TJ2"
"Q8WUA7-2"
"O60784-3"
"Q9Y5K5-2"
"Q14D04"
"P01282-2"
"O75436"
"Q3MJ62"
"Q711Q0-3"
"A0PJX2"
"Q9Y426-2"
"Q04771"
"O14519"
"Q92478"
"E9PP49"
"Q9UK59"
"Q9BUQ8"
"Q92785"
"Q9H9G7"
"Q9Y487"
